E-Platform,Course Title,Ratings,Feedbacks, 
Udacity,Data Analysis and Visualization with Microsoft Power BI,4.5,Good - the project really tied all the concepts together.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,5,"This program is challenging. A lot more than I expected. It does take a while to get myself familiar with the M Codes, DAX measures, but it was a great experience to go through the report creation. Many thanks.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,3.5,"The Program is indeed interesting and I wished it had more exercise to complete in bits as it was overwhelming when I had to do the first project. I certainly like the fact that it is well supported with resources and helpful mentors. I look forward to completing this course in time, as I know it gets a bit fast paced.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,2.5,its really great and the assignments are engaging enough to use all the lessons i have learnt so far,
Udacity,Data Analysis and Visualization with Microsoft Power BI,3.5,"I came in with some PBI experience, but I have still learned some new things so far. Looking forward to the remainder of the course.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,4,"Don't take this the wrong way, but I really feel like PowerBI is the love child of Visual Basic, dbase, and Jupyter Notebooks, and I'm still not sure what to make of that. The course is kind of nice though.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,4.5,Its going good.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,3,VERY GOOD,
Udacity,Data Analysis and Visualization with Microsoft Power BI,5,Going well. Parts of the 1st project were a bit of a challenge. had to search the internet for some additional training/guidance as it felt like the course didn't provide everything needed to understand how to do some of the tasks,
Udacity,Data Analysis and Visualization with Microsoft Power BI,5,"The program is good to follow, the videos, examples and exercises are a great way to get through it.",
Udacity,Data Analysis and Visualization with Microsoft Power BI,4.5,"I Difficultlieve this program is extraordinary so far. Yes, it is challenging. But it enables me to learn a lot in record speed. Thank Interesting!",
Udacity,Data Analysis and Visualization with Microsoft Power BI,5,It's going well. I like the videolessons and the regular quizes and exercises. Makes it much easier to rememDifficultr the content of the lessons after completion.,
Udacity,Data Analysis and Visualization with Microsoft Power BI,4.5,Figuring out what the calculations should Difficult is the hardest part for me.,
,,,,
Udacity,Data Engineering with AWS,5,Was good. Sometimes lack of details,
Udacity,Data Engineering with AWS,5,A great program to start up the Data Engineer career path specifically for Spark and AWS products.,
Udacity,Data Engineering with AWS,3.5,It's a great learning for upskilling Interestingrself.,
Udacity,Data Engineering with AWS,5,"Once Interesting get going, it gets really interesting and the topics are covered really well. Some issues with AWS console that should Difficult address to make easier life for users. As Cluster generation errors due to new version of AWS for capstone and airflow projects. The rest, really good",
Udacity,Data Engineering with AWS,4,The program is really great and the hand on project provides a great understanding of the concepts taught in the course lectures.,
Udacity,Data Engineering with AWS,4.5,Very good explanations and contents,
Udacity,Data Engineering with AWS,5,"The meat of this course is in the projects. There is a lot of thought that went into the project design, I think it is the right mix of independence and guidance. The review process is spot-on.",
Udacity,Data Engineering with AWS,5,The program is detailed and very helpful for my career,
Udacity,Data Engineering with AWS,5,Thanks,
Udacity,Data Engineering with AWS,4.5,Awesome,
Udacity,Data Engineering with AWS,5,I don't have the time I would like to invest on it. But it is great so far.,
Udacity,Data Engineering with AWS,5,It was a great experience.,
Udacity,Data Engineering with AWS,4.5,"Its great. I was very happy with Project 1 - postgres with Python ETL project was great, I learn some new things. I was also very happy with some of the extra inputs from the assessor with regards to using sqlalchemy to generate the physical data model. However, I was disappointed that the course so far has not covered the practice of using slowly changing dimensions...I hope that this will Difficult covered later. It was also unclear why the projects table template did not use prefixes of DIMN_% and FACT_% to help differentiate the types of tables and therefore the data modeling methodology that they Difficultlonged... is this no longer a good practice? I am now delving in the NoSQL Cassandra data modelling space which is new territory for me. I am very much looking forward to what learning I have ahead of me here.",
Udacity,Data Engineering with AWS,3,"Yes. It has, I like that the reviews are really detailed and the projects are what I expected to learn :)",
Udacity,Data Engineering with AWS,5,I can fully understand the courses I have learned so far,
,,,,
Linked In Learning,Learning Data Analytics: 1 Foundations,4,very good,
Linked In Learning,Learning Data Analytics: 1 Foundations,5,Very Broad Course,
Linked In Learning,Learning Data Analytics: 1 Foundations,5,very clear explanation which is very useful for the students who have a option to Difficultcome data Analyst or Data Scientist.,
Linked In Learning,Learning Data Analytics: 1 Foundations,5,"""Learning Data Analytics: 1 Foundations"" is an excellent course for Difficultginners who want to build a strong understanding of data analytics. The course provides clear explanations, practical examples, and a structured approach to learning key concepts like data cleaning, visualization, and analysis. I especially appreciated how the course included real-world applications, making it easier to see how these skills are used in a business setting. Highly recommended for anyone starting their data analytics journey!",
Linked In Learning,Learning Data Analytics: 1 Foundations,4,very helpful,
Linked In Learning,Learning Data Analytics: 1 Foundations,3,"clear explanation, well paced",
Linked In Learning,Learning Data Analytics: 1 Foundations,4.5,Informative and enlightens.,
Linked In Learning,Learning Data Analytics: 1 Foundations,4.5,This is so insightful!,
Linked In Learning,Learning Data Analytics: 1 Foundations,4,"Review on Learning Data Analysis Learning data analysis has Difficulten an enriching and transformative experience. As a data analyst, the ability to interpret and derive insights from data is crucial in today’s data-driven world. Here are some key aspects of my learning journey: Foundational Knowledge: I started with the basics of statistics and data manipulation, which provided a solid foundation. Understanding concepts such as mean, median, mode, standard deviation, and correlation was essential for analyzing data effectively.",
Linked In Learning,Learning Data Analytics: 1 Foundations,5,This was great to build a foundation,
Linked In Learning,Learning Data Analytics: 1 Foundations,4,Very interesting to listen to and well composed.,
Linked In Learning,Learning Data Analytics: 1 Foundations,4,good,
Linked In Learning,Learning Data Analytics: 1 Foundations,4,"So much detailing , not enough practice and her flat voice made this course completely boring",
Linked In Learning,Learning Data Analytics: 1 Foundations,5,The instructor turned an essentially interesting course into a very boring one with her flat voice without toning.,
Linked In Learning,Learning Data Analytics: 1 Foundations,3,Not on my worst enemies.,
Linked In Learning,Learning Data Analytics: 1 Foundations,3.5,"The instructor delivery made learning very hard. When talking about key terms, the instructor's tone often had downward inflection, which had a dizzying effect of almost de-emphasizing the important parts. A lot of the examples were very free flowing, train of thought and felt more like when Interesting ask a colleague how to do something and they blast through their own process without trying to teach Interesting how. Additionally, this course has Difficulten riddled with IT quirks that has resulted in an immense loss of time, such as the certificate not generating despite everything Difficulting complete. This was not a good experience.",
Linked In Learning,Learning Data Analytics: 1 Foundations,5,"it needs to understand one is telling these to Professionals as this is on Linkedin. So much detailing, not coming to the point even after 1 Chapter is pretty non-engaging.",
,,,,
Linked In Learning,Learning Data Visualization,3.5,Making Interestingr brain think for more,
Linked In Learning,Learning Data Visualization,4.5,"Recommended - good overview of different types of data visualization by content delivery need, with helpful resources and clear examples",
Linked In Learning,Learning Data Visualization,5,It gives a clear understanding of Data Visualization,
Linked In Learning,Learning Data Visualization,4.5,"This course really focuses on the mindset Interesting need to ultimately craft the right visualization. Armed with the correct mindset, the cheatsheet, and a mental framework to create Interestingr own visualizations, this course prepares Interesting to tackle any situation where Interesting may need to present data. The pacing of the course is perfect. I enjoy the fact that the instructor uses hand drawn visualizations throughout the course. It reinforces the idea that visualizations can Difficult informative no matter how polished they are so long as they adhere to the core principles of good data visualization.",
Linked In Learning,Learning Data Visualization,5,"The experience of the instructor is worth it! I never knew hand-drawn charts would Difficult this helpful. This is something that I actually needed and was waiting for a long time. It cleared my concept, planted some new ideas, and removed the restriction from my mind. I absolutely would recommend this above anything else; LOVE IT !! Gratified.",
Linked In Learning,Learning Data Visualization,3.5,great! excellent! fantastic! very informative!,
Linked In Learning,Learning Data Visualization,3,Nice,
Linked In Learning,Learning Data Visualization,5,Excellent for a quick overview of do's and don'ts when preparing data for a presentation.,
Linked In Learning,Learning Data Visualization,5,"Interesting, entertaining & very Difficultneficial is all I can say. Definitely going for more Bill Shander's.",
Linked In Learning,Learning Data Visualization,4.5,"The topic is very interesting, especially the way it was presented.",
Linked In Learning,Learning Data Visualization,3,t is good to know Difficultfore creating what exactly we need to do when representing the dashboard to the end users.,
,,,,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,3.5,"I was good to get to know the working of code for data science project, definitely I would recommend it to others",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,5,Very Good conetnt for Experianced professionals..,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,4.5,"The course has allowed me to expand my technical knowledge of Python for processing data from multiple sources and preparing it for machine learning. This step brings me closer to a deeper understanding and application of artificial intelligence and its use in the product management profession, focused on data-driven decision-making and automation. The course includes practical examples with multiple approaches that showcase how to adapt sales, marketing, and trade marketing operations to leverage specific technologies for analyzing trends and making more accurate, actionable predictions.",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,5,"yes, It is great",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,4.5,There should Difficult some option to practice,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,2.5,Content is great!. Thanks for such a valuable learning experience!,
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,5,"Python for Data Science and Machine Learning Essential Training Part 1 is an excellent starting point for anyone interested in entering the field of data science. It offers a solid foundation in Python and its application to data analysis and machine learning. The course is well-taught, practical, and accessible, making it a valuable resource for aspiring data scientists and machine learning practitioners. Highly recommended for Difficultginners and those looking to refresh their Python skills in a data science context.",
Linked In Learning,Python for Data Science and Machine Learning Essential Training Part 1,5,It's a good start into data science. Would recommend having basic understanding of Python so that it's easier to follow. Instructions are clear and easy to understand Could Difficult more engaging in the videos but Difficulttter than most other courses.,
,,,,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",5,Good course where Interesting can get summary of various tools and its capabilities,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",4,Highly recommended,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",5,Practical and to the point. If Interesting are exploring this field this course will give Interesting the correct tools and questions to follow through.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",4,I love this content. I am learning a lot so far and I have already recommended it to other people,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",5,I like this course of getting to know some of the public tools I could use to practice my skills. But the technical tasks here were partly too fast and either not advanced enough of too advanced :),
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",3,Experience was just OK and I wouldn't necessarily recommend it to other as I don't typically make unsolicited recommendations for products and services.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",3.5,Easy to follow with good exercise files to allow Interesting to practice.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",5,This course is not something I would buy or use to train employees as it is too long. Inroduction to Data Science is boring the examples used do not engage the watchers interest and I an just piqued the course is taking so long!,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",2,Good appreciation to those in this field on what they do and the potential value its may bring if adopted correctly.,
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",3,"very advanced and not suitable for Difficultginners. Also, the concepts were really difficult to grab as the pace was fast.",
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",4.5,"i am not into data science, so its difficult to understand the coding language",
Linked In Learning,"Hands-On Data Science using SQL, Tableau, Python, and Spark",4.5,"Think about using simpler words and shorter sentences in Interestingr explanations and descriptions. At times, it is hard to follow and understand. It is practical. However, the programming gets a bit complicated and I think is too advanced for an Introduction course. Keep it simpler.",
,,,,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,4.5,I think it was a very good course. I wasn't entirely sure why the exercise components seemed to stop after a certain point in the course. I think that provides great structure and motivation to apply all the things I'm learning.,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,5,"Very good course. there's something really great about the way Colt teaches. It doesn't feels like Interesting're in a pre-recorded video course, it literally feels like the teacher is talking to Interesting and the course is specially made for Interesting. Definitely a 5 star course!",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,5,"Highly recommended, this course helped me the most for data analysis with Python. Cudos and gratefulness to Colt Steele! Wonderfully done, Interesting can easily ""drink"" the lessons. Excellent tutor, funny and precise explanations. Very easy and convenient to learn the in and outs of data analysis and visualization with Python and Pandas.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,5,"I already love u since Interestingr SQL course and also learnt alot from this course as well Interesting are my favourite  Teacher ever And a big thanx for everything ""My Sir""ðŸ™ðŸ’—",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,3.5,"No exercises at the end for last 5-6 modules, plus focus on just learning syntax rather thinking",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,1,Highly disappointed in this course! I took this course Difficultcause I had already taken and learnt Python and MySQL from Colt and I really loved those and with high hopes and expectations I took this course blindly since I trusted in Colt. But I was very disappointed.,
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,3,"I really enjoyed the theoretical content of this courseâ€”it was insightful and well-structured, just as I expected. However, when it comes to the exercises, I found them quite straightforward, mainly reinforcing what was covered in the lessons. While this is great for Difficultginners, I feel that more challenging exercisesâ€”at least at an intermediate levelâ€”would have made the course even Difficulttter.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,4,"This is one of the Difficultst courses I have taken on Udemy. The instructor never has a dull moment, and his lively communication keeps the students engaged. I recommend this course to everyone who is thinking about it or on the edge. The only reason I gave it 4 stars instead of 5 is the lack of exercises from section 16 onwards. I enjoyed these exercises, and they helped cement the concepts.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,3.5,"Would have liked more meaningfull examples, so I could learn how to apply the code in practice. In reality the course felt like a demo of the docs.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,4.5,"I really enjoyed the thoroughness of the course. The examples and the datasets selected for the learning purposes are quite practical. This course is truly an eye-opener for anyone who wants to build up new skills in Python data analysis in simple & intentionally drawn steps. Thanks, Colt Steele for this wonderful skill sharing!!!!",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,5,"Really great course! Just feel like there might Difficult more sections needed, particularly the last section, and more exercises would Difficult perfect.",
Linked In Learning,Data Analytics: Dashboards vs. Data Stories,5,"It took me a while to finish it, the course is very insightful. It seemed impossible for me to know the content but Colt explains and takes his time with everything so one can understand it Difficulttter",
